"Malli";"Numero";"Kohteen osoite";"Postinumero";"Postitoimipaikka";"Sijaintipaikan tyyppi";"Sijaintipaikka";"Aukioloaika";"Aukioloaika (lisätiedot)";"Koordinaatti LAT";"Koordinaatti LON"
"O";="05171";"YLIOPISTONKATU 20";="20100";"TURKU";"KAUPPAKESKUS";"HANSATORI";="LIIKETILAN AUKIOLO";="";"60.450520";"22.263940"
"O";="05172";"YLIOPISTONKATU 20";="20100";"TURKU";"KAUPPAKESKUS";"HANSATORI";="LIIKETILAN AUKIOLO";="";"60.450520";"22.263940"
"T";="40033";"YLIOPISTONKATU 20";="20100";"TURKU";"PANKIN KONTTORI";"DANSKE TURKU";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 6 - 22";"60.451370";"22.264540"
"O";="04620";"YLIOPISTONKATU 29 B";="20100";"TURKU";"TAVARATALO";"ANTTILA KIVIKUKKARO";="24 H AUKIOLO";="";"60.450542";"22.260870"
"O";="04399";"EERIKINKATU 2";="20110";"TURKU";"KAUPPA";"KIRKKOSILTA";="24 H AUKIOLO";="";"60.452768";"22.273095"
"EP";="05594";"MESSUKENTÄNKATU 8";="20210";"TURKU";"MESSUKESKUS";"TURUN MESSUKESKUS";="LIIKETILAN AUKIOLO";="";"60.452762";"22.190104"
"O";="04535";"HYRKÖISTENTIE 26";="20240";"TURKU";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"60.453150";"22.160640"
"O";="04763";"PITKÄMÄENKATU 4";="20250";"TURKU";"TAVARATALO";"K-SUPERMARKET MANHATTAN";="24 H AUKIOLO";="";"60.457834";"22.236328"
"O";="04256";"VANHA TAMPEREENTIE 108";="20300";"TURKU";"TAVARATALO";"PRISMA TURKU TAMPEREENTIE";="24 H AUKIOLO";="";"60.472655";"22.286804"
"EP";="05558";"MARKULANTIE 150";="20320";"TURKU";"KAUPPAKESKUS";"K-CITYMARKET LÄNSIKESKUS / KIOSKI";="LIIKETILAN AUKIOLO";="";"60.472189";"22.230596"
"EP";="05559";"MARKULANTIE 150";="20320";"TURKU";"KAUPPAKESKUS";"K-CITYMARKET LÄNSIKESKUS / ALKO";="LIIKETILAN AUKIOLO";="";"60.472189";"22.230596"
"T";="40094";"MARKULANTIE 150";="20320";"TURKU";"TAVARATALO";"K-CITYMARKET LÄNSIKESKUS";="LIIKETILAN AUKIOLO";="";"60.472190";"22.230600"
"O";="04458";"VIILARINKATU 3";="20320";"TURKU";"TAVARATALO";"PRISMA LÄNSIKESKUS / OIKEA ULKO-OVI";="24 H AUKIOLO";="";"60.473154";"22.228871"
"O";="04919";"VIILARINKATU 3";="20320";"TURKU";"TAVARATALO";"PRISMA LÄNSIKESKUS / VASEN ULKO-OVI";="24 H AUKIOLO";="";"60.473154";"22.228871"
"O";="05441";"PIIPARINPOLKU 23";="20360";"TURKU";"RAVINTOLA";"RUNOSMÄKI / RAVINTOLA SATAMA";="24 H AUKIOLO";="";"60.489940";"22.266356"
"O";="04708";"MITTUMAARINTIE 73";="20400";"TURKU";"KAUPPA";"K-MARKET MOISIO";="24 H AUKIOLO";="";"60.544337";"22.307476"
"O";="04262";"JÄKÄRLÄN PUISTOKATU 20";="20460";"TURKU";"PANKIN KONTTORI";"OP TURKU MAARIA";="24 H AUKIOLO";="";"60.541174";"22.350754"
"O";="04191";"HÄMEENKATU 5";="20500";"TURKU";"PANKIN KONTTORI";"NORDEA HÄMEENKATU 5";="24 H AUKIOLO";="";"60.452580";"22.283790"
"O";="04474";"KIINANMYLLYNKATU 3";="20500";"TURKU";"PANKIN KONTTORI";"OP TURKU HÄMEENKATU";="24 H AUKIOLO";="";"60.453061";"22.286923"
"O";="04859";"KALEVANTIE 41";="20520";"TURKU";"TAVARATALO";"PRISMA TURKU ITÄHARJU";="24 H AUKIOLO";="";"60.446630";"22.324270"
"EP";="05563";"KALEVANTIE 41";="20520";"TURKU";"TAVARATALO";"PRISMA TURKU ITÄHARJU";="LIIKETILAN AUKIOLO";="";"60.446630";"22.324270"
"O";="05028";"GREGORIUS IX:N TIE 8";="20540";"TURKU";"KAUPPA";"S-MARKET HALINEN";="24 H AUKIOLO";="";"60.469352";"22.306841"
"O";="05204";"HÄMEENTIE 24";="20540";"TURKU";"LIIKEKIINTEISTÖ";"NUMMENMÄKI";="24 H AUKIOLO";="";"60.455666";"22.297798"
"O";="04772";"REIVIKATU 5";="20540";"TURKU";"TAVARATALO";"K-CITYMARKET RAVATTULA";="24 H AUKIOLO";="";"60.469640";"22.356106"
"O";="05127";"VANHA HÄMEENTIE 112";="20540";"TURKU";"KAUPPA";"VALINTATALO VANHA HÄME";="24 H AUKIOLO";="";"60.458739";"22.321677"
"O";="03834";"KOTKANKATU 3";="20610";"TURKU";"KAUPPA";"SIWA KOTKANKATU";="24 H AUKIOLO";="";"60.441060";"22.340639"
"O";="04478";"LITTOISTENTIE 81";="20610";"TURKU";"KAUPPAKESKUS";"ITÄKESKUS TURKU / KÄYTÄVÄ";="LIIKETILAN AUKIOLO";="";"60.443170";"22.359420"
"O";="05148";"LITTOISTENTIE 81";="20610";"TURKU";"KAUPPAKESKUS";"ITÄKESKUS TURKU";="24 H AUKIOLO";="";"60.443170";"22.359420"
"O";="04990";"UUSI  LITTOISTENTIE 48";="20660";"LITTOINEN";"KAUPPA";"VALINTATALO UUSI  LITTOISTENTIE";="24 H AUKIOLO";="";"60.445008";"22.391723"
"O";="04823";"KASKENTIE 2";="20700";"TURKU";"HUOLTOASEMA";"NESTE MOTOREST";="24 H AUKIOLO";="";"60.441389";"22.280319"
"O";="04236";"UUDENMAANTIE 17";="20700";"TURKU";"TAVARATALO";"K-CITYMARKET KUPITTAA";="24 H AUKIOLO";="";"60.443820";"22.286230"
"O";="04237";"UUDENMAANTIE 17";="20700";"TURKU";"TAVARATALO";"K-CITYMARKET KUPITTAA";="LIIKETILAN AUKIOLO";="";"60.443820";"22.286226"
"EP";="05595";"SKANSSINKATU 10";="20730";"TURKU";"KAUPPAKESKUS";"SKANSSI";="LIIKETILAN AUKIOLO";="";"60.429720";"22.319350"
"EP";="05596";"SKANSSINKATU 10";="20730";"TURKU";"KAUPPAKESKUS";"SKANSSI";="LIIKETILAN AUKIOLO";="";"60.429720";"22.319350"
"O";="04738";"KATARAISTENTIE 7";="20740";"TURKU";"KAUPPAKESKUS";"KOIVULAN LIIKEKESKUS";="24 H AUKIOLO";="";"60.417959";"22.301782"
"O";="04953";"LAUKLÄHTEENKATU 10";="20740";"TURKU";"KAUPPA";"K-MARKET ILPOINEN";="24 H AUKIOLO";="";"60.422489";"22.284954"
"O";="04596";"MAISTRAATINPOLKU 1";="20750";"TURKU";"KAUPPA";"SALE LAUSTE";="24 H AUKIOLO";="";"60.433248";"22.348439"
"O";="04773";"KAIRISKULMANTIE 3";="20760";"PIISPANRISTI";"TAVARATALO";"PRISMA PIISPANRISTI";="24 H AUKIOLO";="";"60.415314";"22.326678"
"O";="04485";"HOVIRINNANTIE 5";="20780";"KAARINA";"KAUPPA";"K-SUPERMARKET KATARIINA";="24 H AUKIOLO";="";"60.407118";"22.362745"
"O";="04434";"OSKARINAUKIO 1";="20780";"KAARINA";"PANKIN KONTTORI";"NORDEA KAARINA";="24 H AUKIOLO";="";"60.407897";"22.369783"
"T";="40144";"OSKARINAUKIO 3";="20780";"KAARINA";"PANKIN KONTTORI";"OP KAARINA";="ITSEPALVELUALUEEN AUKIOLO";="klo 6- 23";"60.407890";"22.369170"
"O";="04447";"ITÄINEN RANTAKATU 60";="20810";"TURKU";"KAUPPA";"VALINTATALO ITÄINEN RANTAKATU";="24 H AUKIOLO";="";"60.440605";"22.248422"
"O";="04162";"KUPITTAANKATU 146";="20810";"TURKU";"PANKIN KONTTORI";"OP TURKU VÄHÄ-HEIKKILÄ";="24 H AUKIOLO";="";"60.437102";"22.258083"
"O";="05027";"KÖLIKATU 2";="20810";"TURKU";"KAUPPA";"S-MARKET MAJAKKARANTA";="24 H AUKIOLO";="";"60.430004";"22.239351"
"O";="05042";"MARTINKATU 5";="20810";"TURKU";"KAUPPA";"K-MARKET MARTINMYLLY";="24 H AUKIOLO";="";"60.442575";"22.257636"
"O";="05000";"RÄTIÄLÄNKATU 24";="20810";"TURKU";"KAUPPA";"K-MARKET ISPO";="24 H AUKIOLO";="";"60.427387";"22.269312"
"O";="04955";"RATSUMIEHENKATU 8";="20880";"TURKU";"KAUPPA";"K-MARKET UITTAMO";="24 H AUKIOLO";="";"60.421396";"22.264188"
"O";="05086";"VANHA KAKSKERRANTIE 1";="20900";"TURKU";"KAUPPA";"K-SUPERMARKET HIRVENSALO";="24 H AUKIOLO";="";"60.418678";"22.228656"
"O";="05149";"ALPPILANKATU 2";="21100";"NAANTALI";"KAUPPA";"K-SUPERMARKET ELLEN";="24 H AUKIOLO";="";"60.466703";"22.031897"
"O";="04397";"LUOSTARINKATU 25";="21100";"NAANTALI";"PANKIN KONTTORI";"NORDEA NAANTALI";="24 H AUKIOLO";="";"60.467807";"22.026018"
"T";="40135";"TULLIKATU 12";="21100";"NAANTALI";"PANKIN KONTTORI";"OP NAANTALI";="ITSEPALVELUALUEEN AUKIOLO";="klo 06 - 23";"60.467670";"22.024560"
"O";="04619";"VENEKUJA 5";="21100";"NAANTALI";"KAUPPA";"K-SUPERMARKET UKKO-PEKKA";="24 H AUKIOLO";="";"60.476888";"22.042655"
"O";="04624";"NUHJALANTIE 8";="21110";"NAANTALI";"KAUPPA";"SALE ETAPPI";="24 H AUKIOLO";="";"60.484600";"22.052000"
"O";="04045";"VILUNTIE 3";="21140";"RYMÄTTYLÄ";"PANKIN KONTTORI";"OP RYMÄTTYLÄ";="24 H AUKIOLO";="";"60.376491";"21.945575"
"O";="04195";"KAUPPAKATU 2";="21200";"RAISIO";"KAUPPAKESKUS";"RAISION LIIKEKESKUS/ ROSSO";="24 H AUKIOLO";="";"60.487308";"22.167060"
"T";="40147";"RAISIONTORI 5";="21200";"RAISIO";"KAUPPA";"S-MARKET RAISIONTORI";="LIIKETILAN AUKIOLO";="";"60.485970";"22.166470"
"O";="04402";"VOUDINKATU 5";="21200";"RAISIO";"KAUPPA";"K-SUPERMARKET RAISIO CENTER";="24 H AUKIOLO";="";"60.490291";"22.170818"
"O";="05197";"KESKUSKAARI 5";="21250";"MASKU";"PANKIN KONTTORI";"OP MASKU";="24 H AUKIOLO";="";"60.570205";"22.095911"
"O";="03826";"NUMMENTIE 3";="21270";"NOUSIAINEN";"PANKIN KONTTORI";"OP NOUSIAINEN";="24 H AUKIOLO";="";"60.598261";"22.084468"
"O";="03889";"ITÄNIITYNTIE 15";="21280";"RAISIO";"TAVARATALO";"IKEA RAISIO";="24 H AUKIOLO";="";"60.489990";"22.210700"
"EP";="05547";"MYLLYNKATU 1";="21280";"RAISIO";"KAUPPAKESKUS";"MYLLY/MUSIIKKINURKKA";="LIIKETILAN AUKIOLO";="";"60.490770";"22.197830"
"T";="40092";"MYLLYNKATU 1";="21280";"RAISIO";"KAUPPAKESKUS";"MYLLY/PRISMA SIS.KÄYNTI";="LIIKETILAN AUKIOLO";="";"60.490600";"22.202730"
"O";="03823";"VANHATIE 2";="21290";"RUSKO";"PANKIN KONTTORI";"OP RUSKO";="24 H AUKIOLO";="";"60.541366";"22.221073"
"O";="04672";"TURUNTIE 2";="21380";"AURA";"PANKIN KONTTORI";"OP AURA";="24 H AUKIOLO";="";"60.646206";"22.590869"
"O";="04499";"HANHENKAARI 3";="21420";"LIETO";"KAUPPA";"S-MARKET LIETO";="24 H AUKIOLO";="";"60.504341";"22.459615"
"P";="05663";"HYVÄTTYLÄNTIE 4";="21420";"LIETO";"PANKIN KONTTORI";"SP LIETO";="24 H AUKIOLO";="";"60.504816";"22.458149"
"O";="03747";"KIRKKOTIE 2";="21490";"MARTTILA";"PANKIN KONTTORI";"OP MARTTILA";="24 H AUKIOLO";="";"60.584671";"22.900143"
"O";="04703";"LUKKARINTIE 2";="21500";"PIIKKIÖ";"KAUPPA";"K-MARKET PIIKKIÖ";="24 H AUKIOLO";="";"60.425320";"22.514620"
"O";="05036";"ASEMATIE 1";="21530";"PAIMIO";"LIIKEKIINTEISTÖ";"PAIMION TORIKESKUS";="24 H AUKIOLO";="";"60.457940";"22.688877"
"O";="04674";"VISTANTIE 21";="21530";"PAIMIO";"PANKIN KONTTORI";"OP PAIMIO";="ITSEPALVELUALUEEN AUKIOLO";="24/7";"60.456200";"22.689150"
"O";="04818";"VILJONTIE 1";="21570";"SAUVO";"PANKIN KONTTORI";"OP SAUVO";="24 H AUKIOLO";="";"60.342998";"22.693870"
"P";="05746";"KIRKKOESPLANADI 32";="21600";"PARAINEN";"KAUPPA";"K-SUPERMARKET";="24 H AUKIOLO";="";"60.308980";"22.308194"
"T";="40146";"RANTATIE 20";="21600";"PARAINEN";"PANKIN KONTTORI";"OP PARAINEN";="ITSEPALVELUALUEEN AUKIOLO";="klo 6-23";"60.301840";"22.302040"
"P";="05717";"RANTATIE 8";="21600";"PARAINEN";"PANKIN KONTTORI";"NORDEA PARAINEN";="24 H AUKIOLO";="";"60.299515";"22.302139"
"O";="04152";"KESÄTORI 1";="21660";"NAUVO";"PANKIN KONTTORI";"OP NAUVO";="24 H AUKIOLO";="";"60.192520";"21.909695"
"O";="04501";"KYRÖNTIE 28";="21800";"KYRÖ";"KAUPPA";"SALE KYRÖNTIE";="LIIKETILAN AUKIOLO";="";"60.703573";"22.754976"
"O";="04403";"TURUNTIE 631";="21870";"RIIHIKOSKI";"PANKIN KONTTORI";"OP PÖYTYÄ";="24 H AUKIOLO";="";"60.718571";"22.603084"
"O";="04309";"HAVERINTIE 6";="21900";"YLÄNE";"PANKIN KONTTORI";"OP YLÄNE";="24 H AUKIOLO";="";"60.878940";"22.410740"
"O";="04385";"KÖPMANSGATAN 2";="22100";"MAARIANHAMINA";"PANKIN KONTTORI";"OP MAARIANHAMINA";="24 H AUKIOLO";="";"60.101281";"19.942130"
"O";="05067";"NYGATAN 2";="22100";"MAARIANHAMINA";"PANKIN KONTTORI";"ÅLANDSBANKEN - CITY";="24 H AUKIOLO";="";"60.100444";"19.943256"
"O";="03805";"STRANDHAGSVÄGEN 11";="22100";"MAARIANHAMINA";"PANKIN KONTTORI";"ÅLANDSBANKEN - STRANDNÄS";="24 H AUKIOLO";="";"60.117578";"19.942334"
"O";="04212";"TORGGATAN 10";="22100";"MAARIANHAMINA";"PANKIN KONTTORI";"NORDEA MARIEHAMN";="24 H AUKIOLO";="";"60.098947";"19.942109"
"O";="05199";"SPARVÄGEN 1";="22150";"JOMALA";"KAUPPAKESKUS";"KÖPCENTRUM MAXINGE";="24 H AUKIOLO";="";"60.130081";"19.933818"
"O";="03759";"VON KNORRINGSVÄGEN 1";="22410";"GODBY";"PANKIN KONTTORI";"ÅLANDSBANKEN - GODBY";="24 H AUKIOLO";="";"60.233957";"20.001817"
"O";="04971";"VIRASTOTIE 2";="23100";"MYNÄMÄKI";"PANKIN KONTTORI";"OP MYNÄMÄKI";="24 H AUKIOLO";="";"60.679131";"21.987756"
"O";="04034";"VINKKILÄNTIE 17";="23200";"VINKKILÄ";"PANKIN KONTTORI";"OP VINKKILÄ";="24 H AUKIOLO";="";"60.686149";"21.713575"
"O";="04375";"IHATTULANTIE 5";="23310";"TAIVASSALO";"PANKIN KONTTORI";"OP TAIVASSALO";="24 H AUKIOLO";="";"60.561030";"21.615505"
"P";="05777";"KIVIMAANTIE 20";="23360";"KUSTAVI";"PANKIN KONTTORI";"OP KUSTAVI";="24 H AUKIOLO";="";"60.545760";"21.358860"
"O";="05202";"KETUNKALLIONTIE 3 C";="23500";"UUSIKAUPUNKI";"KAUPPA";"SIWA / ITÄPOIJU";="24 H AUKIOLO";="";"60.805034";"21.423127"
"T";="40145";"KOULUKATU 1";="23500";"UUSIKAUPUNKI";"PANKIN KONTTORI";"OP UUSIKAUPUNKI";="ITSEPALVELUALUEEN AUKIOLO";="klo 6 - 23";"60.799460";"21.411370"
"O";="04633";"RAUHANKATU 4";="23500";"UUSIKAUPUNKI";"PANKIN KONTTORI";"NORDEA UUSIKAUPUNKI";="24 H AUKIOLO";="";"60.799672";"21.408562"
"T";="40148";"KAUPPAKATU 3";="23800";"LAITILA";"KAUPPA";"K-SUPERMARKET LAITILA";="LIIKETILAN AUKIOLO";="";"60.876080";"21.698190"
"O";="04345";"KESKUSKATU 20";="23800";"LAITILA";"PANKIN KONTTORI";"OP LAITILA";="24 H AUKIOLO";="";"60.880509";"21.694903"
"P";="05669";"VIHTORINKATU 5";="23800";"LAITILA";"PANKIN KONTTORI";"NORDEA LAITILA";="24 H AUKIOLO";="";"60.879625";"21.694126"
"O";="05133";"HELSINGINTIE 14";="24100";"SALO";"KAUPPA";"SALE SALO";="24 H AUKIOLO";="";"60.386571";"23.135984"
"P";="05755";"HORNINKATU 11";="24100";"SALO";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"60.385080";"23.129740"
"O";="04643";"HÄMEENTIE 24";="24100";"SALO";"TAVARATALO";"K-CITYMARKET SALO";="24 H AUKIOLO";="";"60.389935";"23.127363"
"O";="04550";"VILHONKATU 14";="24100";"SALO";"KAUPPAKESKUS";"ANTTILA SALO";="LIIKETILAN AUKIOLO";="";"60.386233";"23.125372"
"EP";="05690";"VILHONKATU 8";="24100";"SALO";"KAUPPAKESKUS";"PLAZA 2. KRS";="LIIKETILAN AUKIOLO";="";"60.386373";"23.124741"
"T";="40053";"VILHONKATU 8";="24100";"SALO";"KAUPPAKESKUS";"PLAZA 1.KRS";="LIIKETILAN AUKIOLO";="";"60.386370";"23.124740"
"O";="05131";"RUOKSMÄENTIE 1";="24260";"SALO";"LIIKENNEPAIKKA";"ABC PIIHOVI";="LIIKETILAN AUKIOLO";="";"60.419197";"23.164796"
"O";="04491";"HALIKONTIE 2";="24800";"HALIKKO";"KAUPPA";"K-MARKET PIRKKATORI";="24 H AUKIOLO";="";"60.396428";"23.080738"
"EP";="05636";"PRISMANTIE 2";="24800";"HALIKKO";"TAVARATALO";"PRISMA HALIKKO";="LIIKETILAN AUKIOLO";="";"60.393950";"23.085490"
"O";="05159";"INKEREENTIE 1023";="25190";"PERTTELI";"PANKIN KONTTORI";"OP KANTRISALO INKERE";="24 H AUKIOLO";="";"60.436340";"23.277190"
"P";="05711";"KIRKKOTIE 10";="25390";"KIIKALA";"PANKIN KONTTORI";"OP KANTRISALO KIIKALA";="24 H AUKIOLO";="";"60.460870";"23.551950"
"O";="05209";"BULEVARDI 10";="25410";"SUOMUSJÄRVI";"HUOLTOASEMA";"TEBOIL KIVIHOVI";="LIIKETILAN AUKIOLO";="";"60.380049";"23.615747"
"O";="04132";"TOIJANTIE 7";="25460";"KISKO";"PANKIN KONTTORI";"OP TOIJA";="24 H AUKIOLO";="";"60.264661";"23.446250"
"P";="05862";"HAARLANTIE 21";="25500";"PERNIÖ";"KAUPPA";"S-MARKET PERNIÖ";="24 H AUKIOLO";="";"60.205330";"23.114880"
"O";="05012";"SALONTIE 4";="25500";"PERNIÖ";"PANKIN KONTTORI";"OP PERNIÖ";="24 H AUKIOLO";="";"60.205826";"23.122898"
"O";="04841";"ARKADIANTIE 13";="25700";"KEMIÖ";"KAUPPA";"K-MARKET KEMIÖ";="24 H AUKIOLO";="";"60.161730";"22.729620"
"O";="04608";"KOLAPAKANTIE 2";="25900";"TAALINTEHDAS";"KAUPPA";"SALE TAALINTEHDAS";="24 H AUKIOLO";="";"60.020886";"22.507714"
"O";="04168";"KARJALANKATU 5";="26100";"RAUMA";"TAVARATALO";"K-CITYMARKET RAUMA";="LIIKETILAN AUKIOLO";="";"61.132382";"21.507440"
"O";="05119";"KAUPPAKATU 1";="26100";"RAUMA";"PANKIN KONTTORI";"OP RAUMA KAUPPAKATU";="24 H AUKIOLO";="";"61.128280";"21.506460"
"T";="40046";"KAUPPAKATU 1";="26100";"RAUMA";"PANKIN KONTTORI";"OP RAUMA KAUPPAKATU";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 5-23";"61.128220";"21.506140"
"O";="03839";"PORINTIE 4";="26100";"RAUMA";"TAVARATALO";"PRISMA RAUMA";="24 H AUKIOLO";="";"61.132649";"21.534417"
"O";="04526";"PORINTIE 4";="26100";"RAUMA";"TAVARATALO";"PRISMA RAUMA";="24 H AUKIOLO";="";"61.132649";"21.534417"
"O";="03819";"SAHANKATU 2";="26100";"RAUMA";"KAUPPA";"PICK N PAY RAUMA";="24 H AUKIOLO";="";"61.123677";"21.501560"
"O";="05116";"TEOLLISUUSKATU 2";="26100";"RAUMA";"KAUPPA";"K-SUPERMARKET VESSELI";="24 H AUKIOLO";="";"61.118559";"21.506388"
"O";="04048";"ÄYHÖNJÄRVENTIE 1";="26100";"RAUMA";"KAUPPA";"S-MARKET ÄYHÖ";="24 H AUKIOLO";="";"61.131860";"21.540698"
"O";="03837";"LAHDENKATU 11";="26200";"RAUMA";"PANKIN KONTTORI";"OP RAUMA SYVÄRAUMA";="24 H AUKIOLO";="";"61.144870";"21.483120"
"O";="03836";"MONNANKATU 15";="26660";"RAUMA";"PANKIN KONTTORI";"OP RAUMA PARONALHO";="24 H AUKIOLO";="";"61.118400";"21.527480"
"O";="05236";"MONNANKATU 6";="26660";"RAUMA";"KAUPPA";"SALE RAUMA";="24 H AUKIOLO";="";"61.120764";"21.528243"
"P";="05869";"KIRKKOTIE 3";="27100";"EURAJOKI";"PANKIN KONTTORI";"OP EURAJOKI";="24 H AUKIOLO";="";"61.201804";"21.727938"
"O";="04984";"MEIJERITIE 2";="27230";"LAPPI";"PANKIN KONTTORI";"OP LAPPI";="24 H AUKIOLO";="";"61.100872";"21.846427"
"O";="04070";"EURAKOSKENTIE 38";="27400";"KIUKAINEN";"PANKIN KONTTORI";"OP KIUKAINEN";="24 H AUKIOLO";="";"61.207980";"22.083360"
"O";="04157";"PANELIANTIE 46";="27430";"PANELIA";"PANKIN KONTTORI";"OP PANELIA";="24 H AUKIOLO";="";"61.226462";"21.973225"
"O";="04369";"KAUPPATIE 3";="27500";"KAUTTUA";"LIIKEKIINTEISTÖ";"KAUTTUAN LIIKEKESKUS";="24 H AUKIOLO";="";"61.115671";"22.162809"
"T";="40099";"SATAKUNNANKATU 13";="27510";"EURA";"KAUPPA";"K-SUPERMARKET EURA";="LIIKETILAN AUKIOLO";="";"61.129870";"22.135740"
"O";="04783";"SATAKUNNANKATU 19";="27510";"EURA";"PANKIN KONTTORI";"OP EURA";="24 H AUKIOLO";="";"61.130160";"22.139755"
"O";="04408";"KÖYLIÖNTIE 1";="27710";"KÖYLIÖ";"PANKIN KONTTORI";"OP KÖYLIÖ";="24 H AUKIOLO";="";"61.118401";"22.307495"
"O";="04142";"PYHÄJÄRVENTIE 8";="27800";"SÄKYLÄ";"PANKIN KONTTORI";"OP SÄKYLÄ";="24 H AUKIOLO";="";"61.046230";"22.346200"
"O";="03983";"GALLEN-KALLELANKATU 9";="28100";"PORI";"LIIKEKIINTEISTÖ";"LÄHI TAPIOLA";="24 H AUKIOLO";="";"61.487140";"21.793440"
"O";="04095";"ISOLINNANKATU 18";="28100";"PORI";"KAUPPA";"K-SUPERMARKET ISOLINNA";="24 H AUKIOLO";="";"61.485256";"21.800355"
"O";="04687";"KOLMIOKATU 2";="28100";"PORI";"KAUPPA";"PICK N PAY PORI";="24 H AUKIOLO";="";"61.497987";"21.809204"
"P";="05827";"SILTAPUISTOKATU 14";="28100";"PORI";"KAUPPAKESKUS";"PUUVILLA";="24 H AUKIOLO";="";"61.494324";"21.801360"
"T";="40066";"SILTAPUISTOKATU 14";="28100";"PORI";"KAUPPAKESKUS";"PUUVILLA";="LIIKETILAN AUKIOLO";="";"61.494324";"21.801360"
"O";="04343";"YRJÖNKATU 10";="28100";"PORI";"PANKIN KONTTORI";"DANSKE PORI";="24 H AUKIOLO";="";"61.486241";"21.798145"
"O";="05097";"YRJÖNKATU 14";="28100";"PORI";"KAUPPA";"ISOKARHU";="24 H AUKIOLO";="";"61.484812";"21.797452"
"O";="04806";"YRJÖNKATU 18";="28100";"PORI";"TAVARATALO";"SOKOS PORI";="24 H AUKIOLO";="";"61.483794";"21.796945"
"O";="03984";"YRJÖNKATU 22";="28100";"PORI";"PANKIN KONTTORI";"OP PORI  BEPOP";="24 H AUKIOLO";="";"61.482712";"21.796414"
"T";="40043";"YRJÖNKATU 22";="28100";"PORI";"KAUPPAKESKUS";"BEPOP";="LIIKETILAN AUKIOLO";="";"61.482712";"21.796414"
"O";="05096";"KALEVANPUISTO 54";="28120";"PORI";"KAUPPAKESKUS";"KÄPPÄRÄN LIIKEKESKUS";="24 H AUKIOLO";="";"61.482923";"21.762315"
"O";="04524";"TIKKULANTIE 2";="28120";"PORI";"LIIKENNEPAIKKA";"ABC TIKKULA";="LIIKETILAN AUKIOLO";="";"61.487580";"21.750980"
"EP";="05516";"ITÄKESKUKSENKAARI 6";="28130";"PORI";"TAVARATALO";"PRISMA PORI  MIKKOLA / ETELÄ";="LIIKETILAN AUKIOLO";="";"61.454233";"21.837069"
"EP";="05517";"ITÄKESKUKSENKAARI 6";="28130";"PORI";"TAVARATALO";"PRISMA PORI MIKKOLA / POHJOINEN";="LIIKETILAN AUKIOLO";="";"61.454233";"21.837069"
"O";="04202";"ITÄKESKUKSENKAARI 8";="28130";"PORI";"TAVARATALO";"K-CITYMARKET PORI MIKKOLA";="24 H AUKIOLO";="";"61.453631";"21.835601"
"O";="04527";"PRESIDENTINPUISTOKATU 14";="28130";"PORI";"KIOSKI";"R-KIOSKI PORI PRESIDENTINPUISTOKATU";="24 H AUKIOLO";="";"61.478087";"21.802251"
"EP";="05528";"SATAKUNNANKATU 23";="28130";"PORI";"KAUPPA";"K-SUPERMARKET CITY";="LIIKETILAN AUKIOLO";="";"61.477971";"21.789978"
"O";="04621";"HYVELÄNTIE 1";="28200";"PORI";"KIOSKI";"R-KIOSKI PORI HYVELÄNTIE";="24 H AUKIOLO";="";"61.499144";"21.804176"
"O";="04978";"LUKKARINSANNANTIE 2";="28300";"PORI";"KAUPPA";"S-MARKET LUKKARINSANTA";="24 H AUKIOLO";="";"61.488375";"21.841450"
"O";="05178";"VANHAKOIVISTONTIE 10";="28360";"PORI";"KAUPPA";"K-SUPERMARKET RUOKAPORI";="24 H AUKIOLO";="";"61.475052";"21.822269"
"O";="05019";"VANHAKOIVISTONTIE 22";="28360";"PORI";"PANKIN KONTTORI";"OP PORI VANHAKOIVISTO";="24 H AUKIOLO";="";"61.473790";"21.831550"
"P";="05752";"FRIITALANTIE 18";="28400";"ULVILA";"KAUPPAKESKUS";"HANSA";="24 H AUKIOLO";="";"61.428184";"21.875053"
"P";="05867";"RAVANINTIE 1";="28450";"ULVILA";"KAUPPA";"SALE VANHA ULVILA";="24 H AUKIOLO";="";"61.430190";"21.875000"
"O";="04338";"ETELÄVÄYLÄ 2";="28610";"PORI";"TAVARATALO";"PRISMA PORI LÄNSIPORI";="24 H AUKIOLO";="";"61.478760";"21.756760"
"O";="04339";"ETELÄVÄYLÄ 2";="28610";"PORI";"TAVARATALO";"PRISMA PORI  LÄNSIPORI";="24 H AUKIOLO";="";"61.478760";"21.756760"
"O";="05134";"OJURINTIE 2";="28610";"PORI";"PANKIN KONTTORI";"OP PORI VÄHÄRAUMA";="24 H AUKIOLO";="";"61.486380";"21.746930"
"O";="04271";"HARRY GULLICHSENINTIE 14";="28800";"PORI";"PANKIN KONTTORI";"OP PORI PIHLAVA";="24 H AUKIOLO";="";"61.549990";"21.593663"
"O";="03829";"KUIVALAHDENTIE 2 B";="29100";"LUVIA";"PANKIN KONTTORI";"OP LUVIA";="24 H AUKIOLO";="";"61.361148";"21.623630"
